Gene ID,TCGA-38-4625-11A-01R-1758-07,TCGA-38-4625-01A-01R-1758-07
ANKZF1|55139,954.495,322.9674
ANLN|54443,842.3973,14.2375
ANO10|55129,453.9401,640.6894
ANO1|55107,168.7014,659.423
ANO2|57101,6.6593,15.7362
ANO3|63982,19.9778,5.2454
ANO4|121601,5.5494,1.4987
ANO5|203859,8.879,168.6025
ANO6|196527,1602.6637,2695.0169
ANO7|50636,57.7137,7.1188
ANO8|57719,53.2741,146.1221
ANO9|338440,17.758,150.2435
ANP32A|8125,1310.7658,2124.7658
ANP32B|10541,4223.0855,2730.236
ANP32C|23520,0,1.4987
ANP32D|23519,0,0.3747
ANP32E|81611,3112.0977,1070.4384
ANPEP|290,92.1199,2785.3129
ANTXR1|84168,857.9356,2742.6002
ANTXR2|118429,305.2164,1303.4845
ANTXRL|195977,0,0
ANUBL1|93550,119.8668,115.7737
ANXA10|11199,0,0.3747
ANXA11|311,2624.8613,7315.0993
ANXA13|312,6.6593,2.9974
ANXA1|301,11906.7703,10987.6358
ANXA2P1|303,126.5261,97.7894
ANXA2P2|304,5972.2531,8041.2139
ANXA2P3|305,8.879,12.3642
ANXA2|302,19654.828,23481.4537
ANXA3|306,1145.394,4139.378
ANXA4|307,5329.6337,4702.5103
ANXA5|308,6894.5616,11959.1607
ANXA6|309,1659.2675,4191.0828
ANXA7|310,4781.3541,3655.6763
ANXA8L1|728113,1.909,2.1768
ANXA8L2|244,329.6337,827.6508
ANXA8|653145,828.2797,913.8966
ANXA9|8416,12.2087,37.4672
AOAH|313,128.7458,308.3552
AOC2|314,12.2087,48.3327
AOC3|8639,390.677,9934.4324
AOX1|316,208.657,541.0266
AOX2P|344454,0,0.3747
AP1AR|55435,346.2819,461.5961
AP1B1|162,1275.2497,2948.6699
AP1G1|164,1264.1509,1724.9906
AP1G2|8906,2260.7547,678.7261
AP1M1|8907,719.2009,1607.3436
AP1M2|10053,586.0155,943.0498
AP1S1|1174,2713.6515,703.6343
AP1S2|8905,478.3574,800.6744
AP1S3|130340,306.3263,106.7816
AP2A1|160,1517.0477,1944.3949
AP2A2|161,664.8169,1767.3286
AP2B1|163,4360.7103,4440.6145
AP2M1|1173,6184.2397,7215.8112
AP2S1|1175,4419.5339,1648.5575
AP3B1|8546,961.1543,957.2874
AP3B2|8120,325.1942,8.9921
AP3D1|8943,942.2863,2528.2877
AP3M1|26985,1043.2852,959.5354
AP3M2|10947,775.8047,388.1604
AP3S1|1176,2879.0233,935.5564
AP3S2|10239,653.929,1206.4781
AP4B1|10717,293.1853,254.4174
AP4E1|23431,107.6582,287.7482
AP4M1|9179,637.0699,352.8475
AP4S1|11154,493.8957,78.6812
APAF1|317,723.6404,339.8277
APBA1|320,18.8679,127.3885
APBA2|321,62.1532,81.6785
APBA3|9546,249.7225,255.9011
APBB1IP|54518,203.1077,654.5523
APBB1|322,148.7236,1032.9712
APBB2|323,231.9645,1253.6531
APBB3|10307,391.7869,152.1169
APC2|10297,2.2531,3.7842
APCDD1L|164284,31.0766,4.1214
APCDD1|147495,126.5261,760.5845
APCS|325,0,0
APC|324,227.525,492.3192
APEH|327,1182.02,1989.1345
APEX1|328,11831.2986,2283.2522
APEX2|27301,407.3252,547.7707
APH1A|51107,7911.2098,5834.7696
APH1B|83464,261.9312,714.1251
API5|8539,4091.01,2036.7179
APIP|51074,769.3119,732.6527
APITD1|378708,734.6726,242.7201
APLF|200558,26.6371,38.5912
APLNR|187,76.5816,173.8479
APLN|8862,261.9312,148.3702
APLP1|333,1413.9845,53.5781
APLP2|334,11807.9911,29616.3357
APOA1BP|128240,7597.1143,1861.3713
APOA1|335,1.1099,57.3248
APOA2|336,0,0
APOA4|337,0,0
APOA5|116519,0,12.7389
APOB48R|55911,96.5594,1617.8344
APOBEC1|339,0,0
APOBEC2|10930,1.1099,7.4934
APOBEC3A|200315,35.8047,94.0427
APOBEC3B|9582,567.9689,29.5991
APOBEC3C|27350,307.4362,457.4747
APOBEC3D|140564,130.9656,63.6943
APOBEC3F|200316,247.5028,116.1484
APOBEC3G|60489,928.9678,383.6643
APOBEC3H|164668,43.2852,13.1135
APOBEC4|403314,0,67.8157
APOB|338,2.2198,13.8629
APOC1P1|342,2.2198,4.1214
APOC1|341,4923.4184,12470.5882
APOC2|344,387.3474,614.4623
APOC3|345,0,0
APOC4|346,0,15.7362
APOD|347,74.3618,3187.3361
APOE|348,5067.7026,24459.7227
APOF|319,0,0
APOH|350,2.2198,185.4627
APOL1|8542,7254.162,1819.7827
APOL2|23780,1366.2597,858.7486
APOL3|80833,359.6004,1621.9558
APOL4|80832,386.2375,962.9075
APOL5|80831,0,0
APOL6|80830,1122.0866,1934.4324
APOLD1|81575,103.6959,520.4196
APOM|55937,66.5927,48.7074
APOOL|139322,81.0211,100.0375
APOO|79135,538.2908,148.7448
APPBP2|10513,1093.2297,972.6489
APPL1|26060,772.475,1196.3282
APPL2|55198,946.7259,767.7033
APP|351,23138.7347,14200.0749
APRT|353,2862.3751,2095.1667
APTX|54840,1028.8568,523.0423
AQP10|89872,1.1099,8.2428
AQP11|282679,26.6371,10.1161
AQP12A|375318,0,0
AQP12B|653437,0,0
AQP1|358,798.0022,37010.7906
AQP2|359,0,57.6995
AQP3|360,119.8668,7530.1611
AQP4|361,199.778,12270.5133
AQP5|362,413.9845,974.5223
AQP6|363,7.7691,5.2454
AQP7P1|375719,0,0.7493
AQP7P3|441432,0,0
AQP7|364,2.2198,22.1057
AQP8|343,0,3.372
AQP9|366,46.6149,1490.8205
AQPEP|206338,1.1099,3.372
AQR|9716,392.8968,631.6973
ARAF|369,544.9501,2038.9659
ARAP1|116985,915.6049,5521.5137
ARAP2|116984,65.4828,774.0727
ARAP3|64411,103.2186,581.4912
ARCN1|372,2458.3796,3452.2293
ARC|23237,3.3296,106.7816
AREG|374,13.3185,677.4073
ARF1|375,7667.0366,13563.1323
ARF3|377,1998.8901,5223.6793
ARF4|378,6061.0433,4444.3612
ARF5|381,10820.1998,2976.6954
ARF6|382,4995.5605,2904.8333
ARFGAP1|55738,1408.4351,1092.1694
ARFGAP2|84364,1654.828,2424.5036
ARFGAP3|26286,1852.3862,1155.1143
ARFGEF1|10565,1258.6016,995.961
ARFGEF2|10564,968.9234,904.4586
ARFIP1|27236,899.0011,970.4009
ARFIP2|23647,1109.8779,1049.8314
ARFRP1|10139,314.0954,805.5451
ARG1|383,1.1099,5.9948
ARG2|384,773.141,213.372
ARGFXP2|503640,0,0
ARGFX|503582,0,0
ARGLU1|55082,1670.3663,1076.4331
ARHGAP10|79658,43.2852,571.375
ARHGAP11A|9824,227.525,70.813
ARHGAP11B|89839,4.4395,2.9974
ARHGAP12|94134,643.7292,660.9217
ARHGAP15|55843,261.9312,174.5972
ARHGAP17|55114,517.2031,1104.9082
ARHGAP18|93663,644.8391,2214.3125
ARHGAP19|84986,286.3485,345.0731
ARHGAP1|392,1154.273,2692.3942
ARHGAP20|57569,25.5272,157.3623
ARHGAP21|57584,906.7703,1167.1038
ARHGAP22|58504,64.3729,97.0401
ARHGAP23|57636,700.333,999.2507
ARHGAP24|83478,119.8668,574.3724
ARHGAP25|9938,349.6115,813.7879
ARHGAP26|23092,208.657,396.7778
ARHGAP27|201176,371.8091,815.2754
ARHGAP28|79822,33.2963,216.9352
ARHGAP29|9411,1186.4595,2088.4226
ARHGAP30|257106,221.9756,2228.55
ARHGAP31|57514,139.8446,2584.4886
ARHGAP32|9743,245.283,444.3612
ARHGAP33|115703,241.9534,29.9738
ARHGAP36|158763,0,0
ARHGAP39|80728,156.4928,133.0086
ARHGAP42|143872,37.7358,136.006
ARHGAP4|393,293.0078,770.7006
ARHGAP5|394,1340.7325,1287.3735
ARHGAP6|395,41.0655,525.665
ARHGAP8|23779,153.4517,157.4185
ARHGAP9|64333,185.3496,248.7823
ARHGDIA|396,2653.7181,8523.417
ARHGDIB|397,3761.3762,7928.4376
ARHGDIG|398,0,1.124
ARHGEF10L|55160,405.1054,1206.4444
ARHGEF10|9639,320.7547,917.1975
ARHGEF11|9826,410.6548,1173.4732
ARHGEF12|23365,931.1876,2887.2237
ARHGEF15|22899,39.9556,853.8779
ARHGEF16|27237,273.03,182.0907
ARHGEF17|9828,312.9856,1697.6396
ARHGEF18|23370,339.6226,1451.1053
ARHGEF19|128272,379.5782,259.6478
ARHGEF1|9138,1079.9112,2268.6399
ARHGEF2|9181,519.4229,2683.402
ARHGEF33|100271715,8.879,6.3694
ARHGEF35|445328,378.4684,193.3308
ARHGEF37|389337,31.0766,393.4058
ARHGEF38|54848,3.3296,27.7257
ARHGEF3|50650,527.192,1459.7227
ARHGEF4|50649,26.6371,187.3361
ARHGEF5|7984,179.8002,251.0303
ARHGEF6|9459,239.7336,1396.7778
ARHGEF7|8874,621.5316,946.4219
ARHGEF9|23229,208.657,439.4904
ARID1A|8289,793.5627,1488.9472
ARID1B|57492,773.5849,1093.668
ARID2|196528,538.2908,385.5377
ARID3A|1820,66.5927,62.5703
ARID3B|10620,37.7358,164.8558
ARID3C|138715,0,0
ARID4A|5926,403.9956,538.4039
ARID4B|51742,625.9711,686.2121
ARID5A|10865,557.1587,1122.5178
ARID5B|84159,650.3885,862.1206
ARIH1|25820,648.1687,1228.1753
ARIH2|10425,703.6626,1225.5526
ARL10|285598,18.8679,3.372
ARL11|115761,92.1199,431.997
ARL13A|392509,0,0.3747
ARL13B|200894,306.3263,393.7804
ARL14|80117,3.3296,0
ARL15|54622,100.9989,278.0067
ARL16|339231,1513.8735,417.0101
ARL17A|51326,79.2897,48.4301
ARL17B|641522,0,4.9194
ARL1|400,6669.2564,2169.3518
ARL2BP|23568,1719.2009,2036.7179
ARL2|402,1932.2974,2026.9764
ARL3|403,2075.4717,748.9697
ARL4A|10124,755.8269,702.5103
ARL4C|10123,3069.9223,811.1652
ARL4D|379,1330.7436,198.9509
ARL5A|26225,1731.4095,1313.2259
ARL5B|221079,308.5461,200.0749
ARL5C|390790,0,0
ARL6IP1|23204,9419.5339,5191.0828
ARL6IP4|51329,5206.4373,3377.2949
ARL6IP5|10550,2315.2053,6765.0806
ARL6IP6|151188,1970.0333,500.562
ARL6|84100,417.3141,137.5047
ARL8A|127829,750.2775,1516.2982
ARL8B|55207,2220.8657,3252.1544
ARL9|132946,7.7691,0
ARMC10|83787,2154.6726,630.1012
ARMC1|55156,1520.5327,627.9505
ARMC2|84071,77.6915,62.1956
ARMC3|219681,53.2741,182.4653
ARMC4|55130,0,156.9876
ARMC5|79798,209.7669,449.9813
ARMC6|93436,592.6748,724.9906
ARMC7|79637,244.1731,426.7516
ARMC8|25852,1186.4595,745.5976
ARMC9|80210,193.1188,416.2608
ARMCX1|51309,215.3163,662.7951
ARMCX2|9823,145.394,484.4511
ARMCX3|51566,1844.6171,1208.6924
ARMCX5|64860,741.3984,288.4976
ARMCX6|54470,438.4018,191.0828
ARMS2|387715,0,0.3747
ARNT2|9915,38.8457,772.1993
ARNTL2|56938,468.3685,7.8681
ARNTL|406,210.8768,331.2102
ARNT|405,995.5605,1525.2904
ARPC1A|10552,5322.1643,2421.5062
ARPC1B|10095,2188.3796,7385.9123
ARPC2|10109,10871.2542,8484.4511
ARPC3|10094,16794.6726,5968.9022
ARPC4|10093,4622.8302,5350.9891
ARPC5L|81873,768.0355,592.3567
ARPC5|10092,10679.2453,7715.9985
ARPM1|84517,46.6149,51.3301
ARPP19|10776,1785.7936,4347.3211
ARPP21|10777,0,0
ARR3|407,0,0
ARRB1|408,236.404,2195.9535
ARRB2|409,1522.7525,3417.0101
ARRDC1|92714,574.9168,1207.1937
ARRDC2|27106,286.3485,1355.9386
ARRDC3|57561,10043.2852,5367.1787
ARRDC4|91947,290.788,1423.3795
ARRDC5|645432,1.1099,3.7467
ARSA|410,633.7403,1429.3743
ARSB|411,269.7003,597.6021
ARSD|414,439.5117,2437.6171
ARSE|415,11.0988,105.2829
ARSF|416,2.2198,1.4987
ARSG|22901,22.1976,120.2698
ARSH|347527,1.1099,0.3747
ARSI|340075,149.8335,116.523
ARSJ|79642,662.5971,169.7265
ARSK|153642,411.7647,160.7344
ART1|417,0,3.372
ART3|419,0,1.8734
ART4|420,17.758,46.834
ART5|116969,6.6593,13.8629
ARTN|9048,239.7336,6.3694
ARV1|64801,847.9467,541.7759
ARVCF|421,34.4062,235.6688
ARX|170302,18.8679,26.6017
AR|367,9.9889,21.731
AS3MT|57412,376.2486,148.3702
ASAH1|427,8528.3019,17832.5215
ASAH2B|653308,1.1099,4.1214
ASAH2|56624,5.5494,1.4987
ASAM|79827,84.3507,139.7527
ASAP1IT1|29065,0,0
ASAP1|50807,647.0588,879.3556
ASAP2|8853,643.7292,548.1454
ASAP3|55616,614.8724,688.6474
ASB10|136371,0,0
ASB11|140456,0,0
ASB12|142689,6.6593,7.1188
ASB13|79754,491.6759,840.7643
ASB14|142686,2.2198,5.2454
ASB15|142685,0,0
ASB16|92591,4.6393,9.5354
ASB17|127247,0,0
ASB18|401036,0,0
ASB1|51665,711.4317,373.2709
ASB2|51676,2933.4073,95.5414
ASB3|51130,516.0932,396.0285
ASB4|51666,15.5383,7.1188
ASB5|140458,0,5.6201
ASB6|140459,379.2342,548.9397
ASB7|140460,165.3718,405.0206
ASB8|140461,629.3008,665.0431
ASB9|140462,660.3774,74.1851
ASCC1|51008,697.0033,427.8756
ASCC2|84164,968.9234,1169.3518
ASCC3|10973,604.8835,518.1716
ASCL1|429,2.2198,18.7336
ASCL2|430,233.0744,31.0978
ASCL3|56676,0,0
ASCL4|121549,1.1099,0
ASF1A|25842,2132.0755,641.8134
ASF1B|55723,736.9589,39.3406
ASFMR1|100126270,1.1099,0.3747
ASGR1|432,26.6371,91.7947
ASGR2|433,8.879,26.2271
ASH1L|55870,623.4184,861.169
ASH2L|9070,1329.6337,1078.3065
ASIP|434,3.3296,0.3747
ASL|435,841.2875,1759.0858
ASMTL|8623,655.9378,815.2791
ASMT|438,0,1.4987
ASNA1|439,3654.828,2142.3754
ASNSD1|54529,1643.7292,1076.0584
ASNS|440,1209.7669,190.7081
ASPA|443,11.0988,16.4856
ASPDH|554235,0,1.124
ASPG|374569,1.1099,89.9213
ASPHD1|253982,801.3319,13.1135
ASPHD2|57168,43.2852,50.9554
ASPH|444,35937.2697,5081.0603
ASPM|259266,529.4118,4.8707
ASPN|54829,1033.2963,377.2949
ASPRV1|151516,13.5183,37.4672
ASPSCR1|79058,1158.7125,722.3679
ASRGL1|80150,64.3729,551.1428
ASS1|445,2086.5705,2106.4069
ASTE1|28990,354.162,214.7771
ASTL|431705,1.1099,0.3747
ASTN1|460,0,4.8707
ASTN2|23245,48.8346,86.5493
ASXL1|171023,1072.1421,1061.0716
ASXL2|55252,126.5261,337.5796
ASXL3|80816,4.4395,14.6122
ASZ1|136991,0,0
ATAD1|84896,1053.2741,966.6542
ATAD2B|54454,257.4917,134.1326
ATAD2|29028,1371.8091,142.7501
ATAD3A|55210,415.0943,400.1499
ATAD3B|83858,248.6127,122.1431
ATAD3C|219293,35.5161,199.3256
ATAD5|79915,207.5472,14.6122
ATCAY|85300,2.2198,0
ATE1|11101,120.9767,165.9798
ATF1|466,769.1454,865.8674
ATF2|1386,415.0943,348.4451
ATF3|467,1075.4717,4314.3499
ATF4|468,6119.8668,5405.77
ATF5|22809,927.8579,625.7025
ATF6B|1388,3806.4595,1986.5118
ATF6|22926,964.4839,1201.5736
ATF7IP2|80063,95.4495,85.4253
ATF7IP|55729,419.5339,393.7804
ATF7|11016,708.1021,1100.7381
ATG10|83734,351.8313,89.5466
ATG12|9140,1509.434,500.562
ATG16L1|55054,1971.1432,507.3061
ATG16L2|89849,149.9445,308.9247
ATG2A|23130,152.0533,770.7006
ATG2B|55102,419.5339,567.6283
ATG3|64422,2560.4883,1155.1143
ATG4A|115201,809.101,452.604
ATG4B|23192,1357.3807,813.7879
ATG4C|84938,281.909,234.9194
ATG4D|84971,337.8912,332.6227
ATG5|9474,2082.131,1001.8734
ATG7|10533,945.0055,1095.6126
ATG9A|79065,635.9378,1231.0791
ATG9B|285973,13.485,26.5418
ATHL1|80162,465.0388,409.8913
ATIC|471,1830.1887,978.6437
ATL1|51062,622.6415,337.5796
ATL2|64225,1104.3285,1233.0461
ATL3|25923,941.1765,382.5403
ATMIN|23300,1396.2264,1075.3091
ATM|472,508.3241,603.5969
ATN1|1822,962.2642,4258.1491
ATOH1|474,0,0
ATOH7|220202,4.4395,0.3747
ATOH8|84913,21.0877,2437.6171
ATOX1|475,1360.7103,747.0963
ATP10A|57194,57.7137,784.9382
ATP10B|23120,11.0988,1.8734
ATP10D|57205,187.5694,523.7917
ATP11A|23250,219.7558,2989.1345
ATP11B|23200,1352.9412,912.3267
ATP11C|286410,411.7647,322.2181
ATP12A|479,5.5494,64.4436
ATP13A1|57130,711.4317,1244.2862
ATP13A2|23400,546.0599,971.1502
ATP13A3|79572,3037.7358,1342.0757
ATP13A4|84239,23.3074,1057.6995
ATP13A5|344905,429.5228,1.8734
ATP1A1|476,14699.2009,18996.2345
ATP1A2|477,11.0988,349.9438
ATP1A3|478,459.4895,7.1188
ATP1A4|480,0,0.7493
ATP1B1|481,15035.2053,4949.7939
ATP1B2|482,13.3185,136.7553
ATP1B3|483,2509.434,2893.5931
ATP1B4|23439,0,0.3747
ATP2A1|487,7.7691,0.7493
ATP2A2|488,4938.9567,4027.7257
ATP2A3|489,285.2386,1169.7265
ATP2B1|490,1457.2697,703.2596
ATP2B2|491,0,2.248
ATP2B3|492,0,0.3747
ATP2B4|493,786.9034,3271.2626
ATP2C1|27032,6123.0855,3367.4635
ATP2C2|9914,44.3951,818.284
ATP4A|495,1.1099,0
ATP4B|496,0,0.7493
ATP5A1|498,10253.0522,8718.9959
ATP5B|506,13100.9989,10361.184
ATP5C1|509,6103.2186,2639.9401
ATP5D|513,1038.8457,1384.039
ATP5EP2|432369,172.0311,55.4515
ATP5E|514,15751.3873,4761.7085
ATP5F1|515,7460.5993,3117.2724
ATP5G1|516,2199.778,809.2919
ATP5G2|517,11603.7736,5186.2121
ATP5G3|518,8785.7936,3435.7437
ATP5H|10476,6512.7636,2100.0375
ATP5I|521,2368.2131,1314.8707
ATP5J2|9551,9892.3307,1964.0315
ATP5J|522,3489.5117,1607.0626
ATP5L2|267020,1.1099,0
ATP5L|10632,8361.8202,3784.5635
ATP5O|539,9445.061,3306.1072
ATP5SL|55101,827.9689,1336.0809
ATP5S|27109,628.1909,184.3387
ATP6AP1L|92270,12.2087,17.9843
ATP6AP1|537,4209.7669,7640.3147
ATP6AP2|10159,6496.1154,4751.5924
ATP6V0A1|535,364.04,2091.42
ATP6V0A2|23545,352.9412,532.0345
ATP6V0A4|50617,1180.7769,31.4725
ATP6V0B|533,5490.566,5783.0648
ATP6V0C|527,2291.9534,6577.5009
ATP6V0D1|9114,2463.929,6108.2803
ATP6V0D2|245972,33.2963,448.4826
ATP6V0E1|8992,8981.1321,6029.9738
ATP6V0E2|155066,1175.2719,726.8528
ATP6V1A|523,5244.1731,2327.0888
ATP6V1B1|525,2.2198,64.8183
ATP6V1B2|526,2671.4761,5446.2345
ATP6V1C1|528,2233.0744,1493.4432
ATP6V1C2|245973,352.4639,44.9194
ATP6V1D|51382,2718.091,1274.6347
ATP6V1E1|529,3376.2486,4118.0217
ATP6V1E2|90423,42.1754,46.834
ATP6V1F|9296,6938.9345,4490.4346
ATP6V1G1|9550,4798.0022,3135.2567
ATP6V1G2|534,18.8679,23.6043
ATP6V1G3|127124,0,0.7493
ATP6V1H|51606,1936.737,1295.6163
ATP7A|538,556.0488,441.7385
ATP7B|540,336.293,107.5309
ATP8A1|10396,247.5028,1442.4878
ATP8A2|51761,9.9889,98.9135
ATP8B1|5205,621.3651,912.3417
ATP8B2|57198,537.1809,671.4125
ATP8B3|148229,16.6482,35.9685
ATP8B4|79895,66.5927,59.9475
ATP8B5P|158381,29.9667,52.8288
ATP9A|10079,807.9911,1070.4384
ATP9B|374868,124.3063,781.9408
ATPAF1|64756,1420.6437,920.6145
ATPAF2|91647,551.6093,381.7909
ATPBD4|89978,154.273,119.8951
ATPIF1|93974,3669.2564,1810.4159
ATRIP|84126,69.5117,171.109
ATRNL1|26033,109.8779,3.7467
ATRN|8455,2316.3152,1086.9239
ATRX|546,527.192,938.5538
ATR|545,427.303,251.405
ATXN10|25814,3524.9723,1891.3451
ATXN1L|342371,285.2386,1036.3432
ATXN1|6310,855.7159,921.3188
ATXN2L|11273,1668.1465,1652.3042
ATXN2|6311,530.5216,551.8921
ATXN3L|92552,0,0
ATXN3|4287,758.0466,415.1368
ATXN7L1|222255,210.8768,161.4837
ATXN7L2|127002,66.5927,70.4384
ATXN7L3B|552889,1914.5394,2514.7996
ATXN7L3|56970,552.7192,1029.5991
ATXN7|6314,214.2064,484.0764
ATXN8OS|6315,0,0
AUH|549,694.7836,303.4845
AUP1|550,4304.1509,2953.1735
AURKAIP1|54998,2421.7536,1416.6354
AURKAPS1|6791,13.3185,4.8707
AURKA|6790,859.0455,64.8183
AURKB|9212,1273.03,1.8734
AURKC|6795,35.5161,16.8602
AUTS2|26053,223.0855,626.4519
AVEN|57099,160.9323,116.1484
AVIL|10677,7.7691,8.6175
AVL9|23080,172.0311,194.8295
AVPI1|60370,153.1632,1534.2825
AVPR1A|552,5.5494,2.9974
AVPR1B|553,0,0
AVPR2|554,3.3296,93.2934
AVP|551,0,0
AWAT1|158833,0,0
AWAT2|158835,7.7691,15.3616
AXIN1|8312,276.3596,609.9663
AXIN2|8313,82.131,514.4249
AXL|558,856.8257,3437.2424
AZGP1|563,4.4395,990.2585
AZI1|22994,149.8335,202.6976
AZI2|64343,992.2309,1496.0659
AZIN1|51582,8702.5527,3476.2083
AZU1|566,0,32.5965
B2M|567,94453.9401,123931.435
B3GALNT1|8706,879.0233,783.0648
B3GALNT2|148789,669.7891,363.1285
B3GALT1|8708,0,1.4987
B3GALT2|8707,15.5383,77.9318
B3GALT4|8705,54.384,589.734
B3GALT5|10317,2.2198,0.3747
B3GALT6|126792,321.8646,520.7943
B3GALTL|145173,901.2209,232.2967
B3GAT1|27087,88.7902,12.7389
B3GAT2|135152,3.4517,2.7913
B3GAT3|26229,826.859,732.4841
B3GNT1|11041,621.5316,1020.9816
B3GNT2|10678,1845.727,1424.8782
B3GNT3|10331,86.5705,60.3222
B3GNT4|79369,57.7137,5.6201
B3GNT5|84002,1765.8158,1596.4781
B3GNT6|192134,1.1099,1.124
B3GNT7|93010,1289.6781,3108.2803
B3GNT8|374907,17.758,974.897
B3GNT9|84752,483.8402,447.3211
B3GNTL1|146712,78.202,72.8775
B4GALNT1|2583,988.8679,6.7441
B4GALNT2|124872,297.4473,3.372
B4GALNT3|283358,22.1976,229.674
B4GALNT4|338707,220.8657,2.248
B4GALT1|2683,4823.5294,3983.5144
B4GALT2|8704,1033.2963,472.4616
B4GALT3|8703,1849.0566,917.5721
B4GALT4|8702,948.9456,307.6058
B4GALT5|9334,1544.9501,1760.9592
B4GALT6|9331,32.1865,51.3301
B4GALT7|11285,1714.7614,493.0686
B9D1|27077,672.3196,224.7359
B9D2|80776,180.9101,300.4459
BAALC|79870,3793.5627,376.5455
BAAT|570,63.263,5.6201
BACE1|23621,385.1276,1191.4575
BACE2|25825,837.9578,454.4773
BACH1|571,1227.525,1633.5706
BACH2|60468,64.3729,94.4174
BAD|572,1374.0289,1398.8198
BAG1|573,1808.1465,2296.3919
BAG2|9532,695.8935,276.5081
BAG3|9531,661.4872,1095.5414
BAG4|9530,430.6326,247.6583
BAG5|9529,754.717,1202.6976
BAGE2|85319,0,0.7493
BAGE|574,0,0
BAHCC1|57597,44.3951,396.0285
BAHD1|22893,276.3596,886.4743
BAI1|575,1.1099,13.8629
BAI2|576,218.6459,25.4777
BAI3|577,2.2198,58.4489
BAIAP2L1|55971,2992.2309,554.1401
BAIAP2L2|80115,3.3296,4.1214
BAIAP2|10458,403.9956,2193.7055
BAIAP3|8938,45.6493,327.3698
BAK1|578,701.4428,504.6834
BAMBI|25805,1350.7214,369.8014
BANF1|8815,4785.7936,2354.4399
BANF2|140836,0,0
BANK1|55024,226.4151,460.4721
BANP|54971,213.0966,181.716
BAP1|8314,549.3896,1703.2596
BARD1|580,157.6027,19.8576
BARHL1|56751,0,0
BARHL2|343472,0,0
BARX1|56033,166.4817,2.9974
BARX2|8538,79.9112,8.6175
BASE|317716,0,0
BASP1|10409,567.1476,456.3507
BAT1|7919,4213.0966,2717.8719
BAT2L1|84726,722.7081,2334.7621
BAT2L2|23215,1638.1798,1346.5717
BAT2|7916,2527.192,3239.0408
BAT3|7917,3374.0289,4822.7801
BAT4|7918,511.6537,648.5575
BAT5|7920,1169.8113,1308.3552
BATF2|116071,174.2508,266.7666
BATF3|55509,136.515,162.6077
BATF|10538,150.9434,78.6812
BAX|581,1336.293,1156.9876
BAZ1A|11177,1275.2497,694.2675
BAZ1B|9031,976.6926,1065.9423
BAZ2A|11176,851.4206,1699.6028
BAZ2B|29994,422.8302,431.7947
BBC3|27113,180.9101,169.3518
BBOX1|8424,0,13.8629
BBS10|79738,731.4095,473.9603
BBS12|166379,158.7125,180.592
BBS1|582,167.5916,788.6849
BBS2|583,667.0366,663.1697
BBS4|585,270.8102,420.7568
BBS5|129880,130.9656,178.7186
BBS7|55212,258.6016,248.033
BBS9|27241,336.293,264.8932
BBX|56987,738.0688,935.9311
BCAM|4059,4125.4162,7369.4268
BCAN|63827,16.6482,5.2454
BCAP29|55973,1992.2309,1576.2458
BCAP31|10134,8124.3063,6528.6624
BCAR1|9564,672.586,1669.5392
BCAR3|8412,871.2542,613.3383
BCAR4|400500,0,0
BCAS1|8537,48.8346,97.0401
BCAS2|10286,1861.3873,839.0933
BCAS3|54828,309.6559,737.3548
BCAS4|55653,3422.8635,1777.8194
BCAT1|586,237.5139,1388.1604
BCAT2|587,1677.0255,1250.6557
BCCIP|56647,2671.8091,725.0918
BCDIN3D|144233,120.0555,202.7389
BCHE|590,18.8679,168.2278
BCKDHA|593,918.9789,1887.8044
BCKDHB|594,482.7969,405.77
BCKDK|10295,1950.0555,1172.3492
BCL10|8915,470.5882,482.9524
BCL11A|53335,177.5805,52.0794
BCL11B|64919,35.5161,33.3458
BCL2A1|597,550.4994,1357.0626
BCL2L10|10017,3.3296,1.124
BCL2L11|10018,443.9512,538.7786
BCL2L12|83596,1097.6582,212.7913
BCL2L13|23786,1006.6593,1265.2679
BCL2L14|79370,34.4062,19.483
BCL2L15|440603,1.1099,10.8655
BCL2L1|598,3445.061,4140.5021
BCL2L2|599,595.0721,1219.1945
BCL2|596,118.7569,315.474
BCL3|602,524.9723,1423.7542
BCL6B|255877,71.0322,494.9419
BCL6|604,1382.9079,1746.7216
BCL7A|605,152.0533,337.9543
BCL7B|9275,1461.7092,2035.9685
BCL7C|9274,2302.9967,916.8228
BCL8|606,4.4395,1.4987
BCL9L|283149,370.6992,1318.0967
BCL9|607,128.7458,336.0809
BCLAF1|9774,2029.9667,2131.8846
BCMO1|53630,1.1099,5.2454
BCO2|83875,3.3296,43.0873
BCORL1|63035,330.7436,167.8531
BCORL2|286554,1.1099,0
BCOR|54880,298.5572,590.858
BCR|613,324.0844,1342.825
BCS1L|617,621.5316,238.2915
BCYRN1|618,0,0
BDH1|622,587.1254,269.764
BDH2|56898,995.5605,1181.3413
BDKRB1|623,46.6149,6.3694
BDKRB2|624,139.8446,222.5553
BDNFOS|497258,10.3108,62.3717
BDNF|627,14.1065,180.4159
BDP1|55814,445.061,344.3237
BEAN|146227,13.3185,7.8681
BECN1|8678,1368.7791,1607.1188
BEGAIN|57596,5.5494,33.7205
BEND2|139105,0,2.248
BEND3|57673,100.9989,90.296
BEND4|389206,2.2198,12.3642
BEND5|79656,489.4562,108.2803
